type	latitude	longitude	altitude (m)	name	objectid
T	36.934039055	-120.940099670	160.5		5949
T	36.934039055	-120.872726024	167.7		5950
T	36.934039055	-120.805352377	49.5		5951
T	36.934039055	-120.737978731	41.5		5952
T	36.934039055	-120.670605085	39.6		5953
T	36.934039055	-120.603231439	39.6		5954
T	36.934039055	-120.535857792	39.2		5955
T	36.934039055	-120.468484146	40.8		5956
T	36.934039055	-120.401110500	44.6		5957
T	36.934039055	-120.333736853	49.5		5958
T	36.934039055	-120.266363207	55.9		5959
T	36.934039055	-120.198989561	63.5		5960
T	36.934039055	-120.131615914	72.8		5961
T	36.934039055	-120.064242268	78.7		5962
T	36.934039055	-119.996868622	85.6		5963
T	36.934039055	-119.929494975	94.9		5964
T	36.934039055	-119.862121329	106.6		5965
T	36.934039055	-119.794747683	118.3		5966
T	36.934039055	-119.727374037	94.7		5967
T	36.934039055	-119.660000390	207.7		5968
T	36.934039055	-119.592626744	259.6		5969
T	36.934039055	-119.525253098	233.2		5970
T	36.934039055	-119.457879451	435.0		5971
T	36.934039055	-119.390505805	486.5		5972
T	36.934039055	-119.323132159	439.9		5973
T	36.934039055	-119.255758512	643.7		5974
T	36.934039055	-119.188384866	1082.2		5975
T	36.934039055	-119.121011220	1110.5		5976
T	36.934039055	-119.053637573	2166.1		5977
T	36.934039055	-118.986263927	1931.7		5978
T	36.934039055	-118.918890281	2598.5		5979
T	36.934039055	-118.851516635	2475.4		5980
T	36.934039055	-118.784142988	2415.3		5981
T	36.934039055	-118.716769342	1807.3		5982
T	36.934039055	-118.649395696	2820.4		5983
T	36.934039055	-118.582022049	3154.5		5984
T	36.934039055	-118.514648403	2900.2		5985
T	36.934039055	-118.447274757	3683.2		5986
T	36.934039055	-118.379901110	3506.9		5987
T	36.934039055	-118.312527464	1702.9		5988
T	36.934039055	-118.245153818	1191.5		5989
T	36.934039055	-118.177780171	1178.5		5990
T	36.934039055	-118.110406525	2154.4		5991
T	36.934039055	-118.043032879	3087.8		5992
T	36.934039055	-117.975659232	2170.6		5993
T	36.934039055	-117.908285586	1232.5		5994
T	36.934039055	-117.840911940	1242.7		5995
T	36.934039055	-117.773538294	1598.3		5996
T	36.934039055	-117.706164647	1381.2		5997
T	36.934039055	-117.638791001	1580.5		5998
T	36.934039055	-117.571417355	1920.8		5999
T	36.934039055	-117.504043708	1148.7		6000
T	36.934039055	-117.436670062	1490.3		6001
T	36.934039055	-117.369296416	609.5		6002
T	36.934039055	-117.301922769	564.9		6003
T	36.934039055	-117.234549123	1333.3		6004
T	36.934039055	-117.167175477	2069.0		6005
T	36.880166403	-121.815957072	27.6		6006
T	36.880166403	-121.748583426	30.2		6007
T	36.880166403	-121.681209779	54.2		6008
T	36.880166403	-121.613836133	168.3		6009
T	36.880166403	-121.546462487	44.6		6010
T	36.880166403	-121.479088841	140.4		6011
T	36.880166403	-121.411715194	73.6		6012
T	36.880166403	-121.344341548	110.4		6013
T	36.880166403	-121.276967902	429.9		6014
T	36.880166403	-121.209594255	509.4		6015
T	36.880166403	-121.142220609	598.8		6016
T	36.880166403	-121.074846963	391.3		6017
T	36.880166403	-121.007473316	373.0		6018
T	36.880166403	-120.940099670	259.2		6019
T	36.880166403	-120.872726024	292.5		6020
T	36.880166403	-120.805352377	190.6		6021
T	36.880166403	-120.737978731	61.0		6022
T	36.880166403	-120.670605085	54.4		6023
T	36.880166403	-120.603231439	50.3		6024
T	36.880166403	-120.535857792	48.4		6025
T	36.880166403	-120.468484146	43.4		6026
T	36.880166403	-120.401110500	44.9		6027
T	36.880166403	-120.333736853	49.1		6028
T	36.880166403	-120.266363207	54.5		6029
T	36.880166403	-120.198989561	61.5		6030
T	36.880166403	-120.131615914	67.7		6031
T	36.880166403	-120.064242268	75.2		6032
T	36.880166403	-119.996868622	83.2		6033
T	36.880166403	-119.929494975	90.1		6034
T	36.880166403	-119.862121329	101.2		6035
T	36.880166403	-119.794747683	84.6		6036
T	36.880166403	-119.727374037	115.5		6037
T	36.880166403	-119.660000390	123.7		6038
T	36.880166403	-119.592626744	143.8		6039
T	36.880166403	-119.525253098	199.3		6040
T	36.880166403	-119.457879451	258.0		6041
T	36.880166403	-119.390505805	416.2		6042
T	36.880166403	-119.323132159	704.8		6043
T	36.880166403	-119.255758512	405.1		6044
T	36.880166403	-119.188384866	451.5		6045
T	36.880166403	-119.121011220	330.5		6046
T	36.880166403	-119.053637573	1123.1		6047
T	36.880166403	-118.986263927	962.7		6048
T	36.880166403	-118.918890281	1503.5		6049
T	36.880166403	-118.851516635	2140.8		6050
T	36.880166403	-118.784142988	1637.9		6051
T	36.880166403	-118.716769342	3243.1		6052
T	36.880166403	-118.649395696	3094.9		6053
T	36.880166403	-118.582022049	3492.7		6054
T	36.880166403	-118.514648403	2489.6		6055
T	36.880166403	-118.447274757	3200.4		6056
T	36.880166403	-118.379901110	3408.6		6057
T	36.880166403	-118.312527464	2417.4		6058
T	36.880166403	-118.245153818	1201.6		6059
T	36.880166403	-118.177780171	1158.1		6060
T	36.880166403	-118.110406525	1679.3		6061
T	36.880166403	-118.043032879	2348.6		6062
T	36.880166403	-117.975659232	1302.9		6063
T	36.880166403	-117.908285586	878.2		6064
T	36.880166403	-117.840911940	642.3		6065
T	36.880166403	-117.773538294	1197.3		6066
T	36.880166403	-117.706164647	938.3		6067
T	36.880166403	-117.638791001	1639.1		6068
T	36.880166403	-117.571417355	2228.9		6069
T	36.880166403	-117.504043708	1475.5		6070
T	36.880166403	-117.436670062	2055.7		6071
T	36.880166403	-117.369296416	1195.9		6072
T	36.880166403	-117.301922769	306.3		6073
T	36.880166403	-117.234549123	563.4		6074
T	36.880166403	-117.167175477	1085.9		6075
T	36.880166403	-117.099801830	1580.2		6076
T	36.826255719	-121.748583426	1.3		6077
T	36.826255719	-121.681209779	137.2		6078
T	36.826255719	-121.613836133	247.8		6079
T	36.826255719	-121.546462487	185.2		6080
T	36.826255719	-121.479088841	69.9		6081
T	36.826255719	-121.411715194	90.4		6082
T	36.826255719	-121.344341548	162.0		6083
T	36.826255719	-121.276967902	224.0		6084
T	36.826255719	-121.209594255	573.9		6085
T	36.826255719	-121.142220609	832.9		6086
T	36.826255719	-121.074846963	442.5		6087
T	36.826255719	-121.007473316	599.9		6088
T	36.826255719	-120.940099670	492.6		6089
T	36.826255719	-120.872726024	413.4		6090
T	36.826255719	-120.805352377	232.5		6091
T	36.826255719	-120.737978731	102.0		6092
T	36.826255719	-120.670605085	69.0		6093
T	36.826255719	-120.603231439	64.5		6094
T	36.826255719	-120.535857792	61.2		6095
T	36.826255719	-120.468484146	51.2		6096
T	36.826255719	-120.401110500	46.1		6097
T	36.826255719	-120.333736853	49.7		6098
T	36.826255719	-120.266363207	49.7		6099
T	36.826255719	-120.198989561	59.7		6100
T	36.826255719	-120.131615914	66.7		6101
T	36.826255719	-120.064242268	72.4		6102
T	36.826255719	-119.996868622	81.9		6103
T	36.826255719	-119.929494975	87.4		6104
T	36.826255719	-119.862121329	95.7		6105
T	36.826255719	-119.794747683	100.4		6106
T	36.826255719	-119.727374037	106.8		6107
T	36.826255719	-119.660000390	116.8		6108
T	36.826255719	-119.592626744	124.1		6109
T	36.826255719	-119.525253098	143.2		6110
T	36.826255719	-119.457879451	215.2		6111
T	36.826255719	-119.390505805	275.4		6112
T	36.826255719	-119.323132159	357.2		6113
T	36.826255719	-119.255758512	713.3		6114
T	36.826255719	-119.188384866	883.8		6115
T	36.826255719	-119.121011220	1214.8		6116
T	36.826255719	-119.053637573	728.1		6117
T	36.826255719	-118.986263927	1116.2		6118
T	36.826255719	-118.918890281	1812.3		6119
T	36.826255719	-118.851516635	873.3		6120
T	36.826255719	-118.784142988	2170.1		6121
T	36.826255719	-118.716769342	1989.1		6122
T	36.826255719	-118.649395696	2528.8		6123
T	36.826255719	-118.582022049	2353.4		6124
T	36.826255719	-118.514648403	2802.8		6125
T	36.826255719	-118.447274757	3601.9		6126
T	36.826255719	-118.379901110	3523.5		6127
T	36.826255719	-118.312527464	2079.9		6128
T	36.826255719	-118.245153818	1322.8		6129
T	36.826255719	-118.177780171	1159.5		6130
T	36.826255719	-118.110406525	1236.2		6131
T	36.826255719	-118.043032879	2092.8		6132
T	36.826255719	-117.975659232	2087.4		6133
T	36.826255719	-117.908285586	624.3		6134
T	36.826255719	-117.840911940	495.0		6135
T	36.826255719	-117.773538294	576.6		6136
T	36.826255719	-117.706164647	773.2		6137
T	36.826255719	-117.638791001	1607.7		6138
T	36.826255719	-117.571417355	1662.4		6139
T	36.826255719	-117.504043708	1476.8		6140
T	36.826255719	-117.436670062	1989.7		6141
T	36.826255719	-117.369296416	1437.9		6142
T	36.826255719	-117.301922769	327.8		6143
T	36.826255719	-117.234549123	114.7		6144
T	36.826255719	-117.167175477	592.1		6145
T	36.826255719	-117.099801830	967.1		6146
T	36.826255719	-117.032428184	1613.5		6147
T	36.772307025	-121.748583426	6.3		6148
T	36.772307025	-121.681209779	50.9		6149
T	36.772307025	-121.613836133	95.4		6150
T	36.772307025	-121.546462487	458.4		6151
T	36.772307025	-121.479088841	755.1		6152
T	36.772307025	-121.411715194	212.9		6153
T	36.772307025	-121.344341548	140.8		6154
T	36.772307025	-121.276967902	374.9		6155
T	36.772307025	-121.209594255	434.6		6156
T	36.772307025	-121.142220609	516.5		6157
T	36.772307025	-121.074846963	565.7		6158
T	36.772307025	-121.007473316	790.6		6159
T	36.772307025	-120.940099670	522.7		6160
T	36.772307025	-120.872726024	304.6		6161
T	36.772307025	-120.805352377	275.3		6162
T	36.772307025	-120.737978731	172.0		6163
T	36.772307025	-120.670605085	105.1		6164
T	36.772307025	-120.603231439	83.0		6165
T	36.772307025	-120.535857792	74.4		6166
T	36.772307025	-120.468484146	64.3		6167
T	36.772307025	-120.401110500	52.3		6168
T	36.772307025	-120.333736853	49.7		6169
T	36.772307025	-120.266363207	49.7		6170
T	36.772307025	-120.198989561	58.6		6171
T	36.772307025	-120.131615914	64.6		6172
T	36.772307025	-120.064242268	72.0		6173
T	36.772307025	-119.996868622	76.9		6174
T	36.772307025	-119.929494975	80.6		6175
T	36.772307025	-119.862121329	86.8		6176
T	36.772307025	-119.794747683	93.2		6177
T	36.772307025	-119.727374037	99.4		6178
T	36.772307025	-119.660000390	106.9		6179
T	36.772307025	-119.592626744	115.4		6180
T	36.772307025	-119.525253098	123.4		6181
T	36.772307025	-119.457879451	149.2		6182
T	36.772307025	-119.390505805	171.5		6183
T	36.772307025	-119.323132159	594.1		6184
T	36.772307025	-119.255758512	557.8		6185
T	36.772307025	-119.188384866	872.2		6186
T	36.772307025	-119.121011220	1103.2		6187
T	36.772307025	-119.053637573	1570.7		6188
T	36.772307025	-118.986263927	1559.4		6189
T	36.772307025	-118.918890281	1854.8		6190
T	36.772307025	-118.851516635	2359.7		6191
T	36.772307025	-118.784142988	1851.7		6192
T	36.772307025	-118.716769342	2539.3		6193
T	36.772307025	-118.649395696	2118.1		6194
T	36.772307025	-118.582022049	2757.6		6195
T	36.772307025	-118.514648403	2518.0		6196
T	36.772307025	-118.447274757	3235.4		6197
T	36.772307025	-118.379901110	3463.4		6198
T	36.772307025	-118.312527464	2574.1		6199
T	36.772307025	-118.245153818	1503.7		6200
T	36.772307025	-118.177780171	1203.5		6201
T	36.772307025	-118.110406525	1136.3		6202
T	36.772307025	-118.043032879	1804.6		6203
T	36.772307025	-117.975659232	2286.3		6204
T	36.772307025	-117.908285586	1110.0		6205
T	36.772307025	-117.840911940	358.9		6206
T	36.772307025	-117.773538294	345.0		6207
T	36.772307025	-117.706164647	772.9		6208
T	36.772307025	-117.638791001	1363.7		6209
T	36.772307025	-117.571417355	1380.0		6210
T	36.772307025	-117.504043708	1487.9		6211
T	36.772307025	-117.436670062	1958.3		6212
T	36.772307025	-117.369296416	947.8		6213
T	36.772307025	-117.301922769	539.3		6214
T	36.772307025	-117.234549123	49.4		6215
T	36.772307025	-117.167175477	21.9		6216
T	36.772307025	-117.099801830	758.4		6217
T	36.772307025	-117.032428184	1330.5		6218
T	36.772307025	-116.965054538	1223.0		6219
T	36.718320341	-121.748583426	5.0		6220
T	36.718320341	-121.681209779	18.7		6221
T	36.718320341	-121.613836133	34.4		6222
T	36.718320341	-121.546462487	265.1		6223
T	36.718320341	-121.479088841	720.2		6224
T	36.718320341	-121.411715194	463.3		6225
T	36.718320341	-121.344341548	303.9		6226
T	36.718320341	-121.276967902	243.4		6227
T	36.718320341	-121.209594255	434.4		6228
T	36.718320341	-121.142220609	442.3		6229
T	36.718320341	-121.074846963	700.6		6230
T	36.718320341	-121.007473316	855.7		6231
T	36.718320341	-120.940099670	909.2		6232
T	36.718320341	-120.872726024	351.5		6233
T	36.718320341	-120.805352377	505.9		6234
T	36.718320341	-120.737978731	344.1		6235
T	36.718320341	-120.670605085	145.0		6236
T	36.718320341	-120.603231439	106.2		6237
T	36.718320341	-120.535857792	92.0		6238
T	36.718320341	-120.468484146	75.2		6239
T	36.718320341	-120.401110500	58.3		6240
T	36.718320341	-120.333736853	49.6		6241
T	36.718320341	-120.266363207	49.6		6242
T	36.718320341	-120.198989561	54.4		6243
T	36.718320341	-120.131615914	60.2		6244
T	36.718320341	-120.064242268	66.0		6245
T	36.718320341	-119.996868622	72.4		6246
T	36.718320341	-119.929494975	75.8		6247
T	36.718320341	-119.862121329	80.9		6248
T	36.718320341	-119.794747683	86.4		6249
T	36.718320341	-119.727374037	92.6		6250
T	36.718320341	-119.660000390	100.2		6251
T	36.718320341	-119.592626744	109.8		6252
T	36.718320341	-119.525253098	107.9		6253
T	36.718320341	-119.457879451	120.1		6254
T	36.718320341	-119.390505805	140.8		6255
T	36.718320341	-119.323132159	240.2		6256
T	36.718320341	-119.255758512	504.3		6257
T	36.718320341	-119.188384866	747.0		6258
T	36.718320341	-119.121011220	728.9		6259
T	36.718320341	-119.053637573	967.3		6260
T	36.718320341	-118.986263927	1675.3		6261
T	36.718320341	-118.918890281	2062.3		6262
T	36.718320341	-118.851516635	2338.1		6263
T	36.718320341	-118.784142988	2559.8		6264
T	36.718320341	-118.716769342	2961.4		6265
T	36.718320341	-118.649395696	2363.5		6266
T	36.718320341	-118.582022049	2396.3		6267
T	36.718320341	-118.514648403	3366.6		6268
T	36.718320341	-118.447274757	3128.8		6269
T	36.718320341	-118.379901110	3424.7		6270
T	36.718320341	-118.312527464	2794.6		6271
T	36.718320341	-118.245153818	1689.8		6272
T	36.718320341	-118.177780171	1279.0		6273
T	36.718320341	-118.110406525	1132.7		6274
T	36.718320341	-118.043032879	1244.0		6275
T	36.718320341	-117.975659232	2953.2		6276
T	36.718320341	-117.908285586	2060.0		6277
T	36.718320341	-117.840911940	343.3		6278
T	36.718320341	-117.773538294	324.1		6279
T	36.718320341	-117.706164647	369.6		6280
T	36.718320341	-117.638791001	707.2		6281
T	36.718320341	-117.571417355	1155.6		6282
T	36.718320341	-117.504043708	1451.9		6283
T	36.718320341	-117.436670062	1958.8		6284
T	36.718320341	-117.369296416	1183.0		6285
T	36.718320341	-117.301922769	255.5		6286
T	36.718320341	-117.234549123	24.5		6287
T	36.718320341	-117.167175477	11.6		6288
T	36.718320341	-117.099801830	112.1		6289
T	36.718320341	-117.032428184	527.9		6290
T	36.718320341	-116.965054538	639.1		6291
T	36.718320341	-116.897680892	1277.2		6292
T	36.718320341	-116.830307245	1172.0		6293
T	36.664295689	-121.815957072	22.2		6294
T	36.664295689	-121.748583426	51.5		6295
T	36.664295689	-121.681209779	11.4		6296
T	36.664295689	-121.613836133	21.8		6297
T	36.664295689	-121.546462487	51.3		6298
T	36.664295689	-121.479088841	287.2		6299
T	36.664295689	-121.411715194	895.6		6300
T	36.664295689	-121.344341548	843.5		6301
T	36.664295689	-121.276967902	260.1		6302
T	36.664295689	-121.209594255	564.6		6303
T	36.664295689	-121.142220609	495.4		6304
T	36.664295689	-121.074846963	754.5		6305
T	36.664295689	-121.007473316	692.1		6306
T	36.664295689	-120.940099670	736.4		6307
T	36.664295689	-120.872726024	445.4		6308
T	36.664295689	-120.805352377	679.3		6309
T	36.664295689	-120.737978731	557.0		6310
T	36.664295689	-120.670605085	201.7		6311
T	36.664295689	-120.603231439	127.5		6312
T	36.664295689	-120.535857792	104.1		6313
T	36.664295689	-120.468484146	81.1		6314
T	36.664295689	-120.401110500	62.0		6315
T	36.664295689	-120.333736853	50.6		6316
T	36.664295689	-120.266363207	49.6		6317
T	36.664295689	-120.198989561	52.0		6318
T	36.664295689	-120.131615914	57.2		6319
T	36.664295689	-120.064242268	62.7		6320
T	36.664295689	-119.996868622	66.7		6321
T	36.664295689	-119.929494975	71.0		6322
T	36.664295689	-119.862121329	76.9		6323
T	36.664295689	-119.794747683	83.5		6324
T	36.664295689	-119.727374037	90.2		6325
T	36.664295689	-119.660000390	97.6		6326
T	36.664295689	-119.592626744	104.9		6327
T	36.664295689	-119.525253098	102.0		6328
T	36.664295689	-119.457879451	107.3		6329
T	36.664295689	-119.390505805	124.2		6330
T	36.664295689	-119.323132159	138.1		6331
T	36.664295689	-119.255758512	325.2		6332
T	36.664295689	-119.188384866	436.9		6333
T	36.664295689	-119.121011220	747.0		6334
T	36.664295689	-119.053637573	956.5		6335
T	36.664295689	-118.986263927	1037.8		6336
T	36.664295689	-118.918890281	1791.5		6337
T	36.664295689	-118.851516635	1957.1		6338
T	36.664295689	-118.784142988	2501.6		6339
T	36.664295689	-118.716769342	2977.5		6340
T	36.664295689	-118.649395696	2882.4		6341
T	36.664295689	-118.582022049	2891.3		6342
T	36.664295689	-118.514648403	3307.2		6343
T	36.664295689	-118.447274757	3417.4		6344
T	36.664295689	-118.379901110	3539.0		6345
T	36.664295689	-118.312527464	3615.4		6346
T	36.664295689	-118.245153818	2476.9		6347
T	36.664295689	-118.177780171	1476.7		6348
T	36.664295689	-118.110406525	1460.9		6349
T	36.664295689	-118.043032879	1126.1		6350
T	36.664295689	-117.975659232	2113.6		6351
T	36.664295689	-117.908285586	1946.2		6352
T	36.664295689	-117.840911940	1149.1		6353
T	36.664295689	-117.773538294	383.4		6354
T	36.664295689	-117.706164647	382.7		6355
T	36.664295689	-117.638791001	534.2		6356
T	36.664295689	-117.571417355	1151.3		6357
T	36.664295689	-117.504043708	1584.4		6358
T	36.664295689	-117.436670062	1324.2		6359
T	36.664295689	-117.369296416	1123.4		6360
T	36.664295689	-117.301922769	505.3		6361
T	36.664295689	-117.234549123	80.8		6362
T	36.664295689	-117.167175477	-2.5		6363
T	36.664295689	-117.099801830	-11.4		6364
T	36.664295689	-117.032428184	210.2		6365
T	36.664295689	-116.965054538	265.8		6366
T	36.664295689	-116.897680892	513.7		6367
T	36.664295689	-116.830307245	1246.4		6368
T	36.664295689	-116.762933599	1015.7		6369
T	36.610233090	-121.950704365	0.4		6370
T	36.610233090	-121.815957072	125.0		6371
T	36.610233090	-121.748583426	161.7		6372
T	36.610233090	-121.681209779	149.4		6373
T	36.610233090	-121.613836133	14.5		6374
T	36.610233090	-121.546462487	34.8		6375
T	36.610233090	-121.479088841	89.4		6376
T	36.610233090	-121.411715194	357.9		6377
T	36.610233090	-121.344341548	749.4		6378
T	36.610233090	-121.276967902	841.7		6379
T	36.610233090	-121.209594255	346.2		6380
T	36.610233090	-121.142220609	753.8		6381
T	36.610233090	-121.074846963	1023.7		6382
T	36.610233090	-121.007473316	773.0		6383
T	36.610233090	-120.940099670	474.8		6384
T	36.610233090	-120.872726024	396.8		6385
T	36.610233090	-120.805352377	400.6		6386
T	36.610233090	-120.737978731	311.4		6387
T	36.610233090	-120.670605085	304.3		6388
T	36.610233090	-120.603231439	188.8		6389
T	36.610233090	-120.535857792	140.2		6390
T	36.610233090	-120.468484146	84.5		6391
T	36.610233090	-120.401110500	62.1		6392
T	36.610233090	-120.333736853	53.7		6393
T	36.610233090	-120.266363207	51.8		6394
